DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,1995,26423,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,1996,26404,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,1997,25901,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,1998,26756,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,1999,27606,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2000,28379,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2001,28784,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2002,29733,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2003,30143,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2004,31523,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2005,32293,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2006,33491,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2007,34573,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2008,35921,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2009,36773,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2010,37203,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2011,37972,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2012,39118,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2013,40083,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2014,41031,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2015,41991,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2016,42991,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2017,43717,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2018,44828,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2019,45930,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2020,46703,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,AT,2021,48317,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,1995,27855,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,1996,27875,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,1997,27774,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,1998,28200,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,1999,29691,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2000,30507,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2001,31777,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2002,32985,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2003,33678,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2004,34448,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2005,35109,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2006,36328,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2007,37244,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2008,38782,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2009,38997,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2010,39675,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2011,41200,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2012,42433,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2013,43289,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2014,43736,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2015,43935,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2016,44769,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2017,45054,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2018,46124,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2019,47265,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2020,46042,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BE,2021,48722,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2001,1919,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2002,2048,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2003,2153,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2004,2375,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2005,2681,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2006,2803,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2007,3240,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2008,3678,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2009,4067,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2010,4567,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2011,4866,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2012,5266,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2013,5704,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2014,6025,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2015,6374,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2016,6767,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2017,7418,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2018,8127,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2019,8677,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2020,9322,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,BG,2021,10345,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,1999,14049,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2000,15171,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2001,15798,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2002,16496,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2003,17481,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2004,17897,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2005,19086,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2006,19950,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2007,20062,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2008,20665,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2009,21687,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2010,22222,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2011,22645,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2012,22976,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2013,21594,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2014,20947,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2015,20699,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2016,20759,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2017,21124,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2018,21401,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2019,22063,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2020,21765,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CY,2021,22734,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,1997,3964,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,1998,4266,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,1999,4424,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2000,4925,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2001,5580,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2002,6629,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2003,6915,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2004,7460,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2005,8331,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2006,9239,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2007,10011,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2008,11716,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2009,11118,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2010,12040,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2011,12690,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2012,12711,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2013,12312,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2014,11965,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2015,12435,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2016,13062,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2017,14427,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2018,15987,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2019,17130,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2020,16826,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,CZ,2021,18189,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,1995,27296,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,1996,27225,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,1997,26617,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,1998,27011,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,1999,27765,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2000,28187,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2001,28951,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2002,29539,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2003,30056,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2004,30394,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2005,30945,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2006,31447,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2007,32010,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2008,32797,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2009,32879,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2010,33741,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2011,34993,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2012,36000,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2013,36912,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2014,37798,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2015,39002,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2016,39872,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2017,40913,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2018,42105,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2019,43497,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2020,43104,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DE,2021,44404,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,1995,31515,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,1996,32560,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,1997,33130,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,1998,34160,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,1999,35558,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2000,36527,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2001,37537,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2002,39258,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2003,40640,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2004,42073,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2005,43388,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2006,45054,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2007,46414,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2008,48135,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2009,50056,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2010,51689,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2011,52491,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2012,53823,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2013,54538,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2014,56015,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2015,57017,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2016,57630,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2017,58736,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2018,59434,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2019,60208,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2020,61436,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,DK,2021,63261,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2000,23741,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2001,24527,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2002,25097,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2003,25692,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2004,26406,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2005,27104,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2006,27920,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2007,28693,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2008,29682,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2009,30220,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2010,30944,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2011,31732,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2012,32296,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2013,32898,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2014,33226,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2015,33815,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2016,34319,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2017,34850,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2018,35620,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2019,36538,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2020,36171,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EA19,2021,37506,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,1997,3012,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,1998,3381,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,1999,3668,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2000,4111,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2001,4529,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2002,4952,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2003,5526,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2004,6192,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2005,6883,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2006,7893,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2007,9917,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2008,10820,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2009,10472,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2010,10827,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2011,11086,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2012,11740,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2013,12382,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2014,13112,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2015,13639,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2016,14540,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2017,15543,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2018,17086,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2019,18430,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2020,19450,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EE,2021,21481,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,1995,9913,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,1996,10619,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,1997,12046,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,1998,11997,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,1999,12985,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2000,13304,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2001,13797,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2002,15308,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2003,16289,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2004,17237,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2005,18510,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2006,19297,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2007,19959,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2008,20487,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2009,21595,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2010,20537,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2011,19837,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2012,18872,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2013,17358,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2014,16881,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2015,16847,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2016,16388,
ESTAT:NAMA_10_FTE(1.0),20/12/22 15:45:00,A,EUR,EL,2017,16525,
